Parking_ID,Location,Date,Time,Total_Slots,Available_Slots,Occupied_Slots,Vehicle_Type,Parking_Status,Entry_Count,Exit_Count,Revenue,Sensor_Status
P0635,Adyar,2026-01-21,19:36,295,95,200,Truck,Available,136,76,14800,Inactive
P0636,T Nagar,2026-03-22,19:57,202,52,150,Truck,Available,31,16,3450,Active
P0637,Guindy,2026-03-20,05:24,146,110,36,Bike,Available,85,42,1908,Active
P0638,Velachery,2026-04-11,00:52,96,31,65,Bike,Available,36,24,4485,Inactive
P0639,Anna Nagar,2026-03-03,22:58,103,80,23,Truck,Full,102,47,1127,Active
P0640,Guindy,2026-03-12,09:35,160,62,98,Car,Available,118,99,7840,Active
P0641,Tambaram,2026-04-02,14:59,98,71,27,EV,Available,143,75,1620,Active
P0642,Tambaram,2026-03-26,07:31,222,79,143,Bike,Available,89,47,3146,Active
P0643,Adyar,2026-03-21,09:46,93,22,71,EV,Full,40,25,4118,Active
P0644,Guindy,2026-02-22,23:22,121,23,98,Truck,Available,39,19,3136,Active
P0645,T Nagar,2026-03-31,20:05,88,45,43,Car,Available,74,71,1075,Active
P0646,Porur,2026-02-26,01:01,131,106,25,EV,Available,118,99,525,Active
P0647,Adyar,2026-06-16,05:22,268,95,173,EV,Available,119,68,7958,Active
P0648,OMR,2026-05-30,13:05,149,110,39,Bike,Available,67,39,1131,Active
P0649,T Nagar,2026-04-23,09:39,115,52,63,Car,Full,76,37,3528,Active
P0650,Velachery,2026-02-03,10:33,55,3,52,Car,Full,53,17,2444,Inactive
P0651,Tambaram,2026-03-14,13:57,60,16,44,EV,Full,85,44,2772,Active
P0652,Porur,2026-01-07,07:03,267,175,92,Bike,Full,90,15,5520,Active
P0653,Anna Nagar,2026-02-21,22:53,232,104,128,Truck,Full,85,59,8960,Inactive
P0654,T Nagar,2026-02-11,02:07,175,88,87,Truck,Available,42,16,6699,Inactive
P0655,Velachery,2026-05-13,22:17,99,45,54,Car,Available,103,18,2160,Active
P0656,Tambaram,2026-05-01,23:29,61,7,54,Truck,Full,138,136,1080,Inactive
P0657,T Nagar,2026-02-06,07:44,131,83,48,Truck,Available,114,57,3024,Active
P0658,OMR,2026-01-26,04:06,107,91,16,Car,Available,117,87,416,Active
P0659,Adyar,2026-04-11,05:05,173,15,158,Bike,Full,123,29,11534,Inactive
P0660,Tambaram,2026-02-23,17:25,92,4,88,EV,Available,67,24,7040,Inactive
P0661,Tambaram,2026-04-04,09:45,66,28,38,Truck,Full,106,14,2964,Inactive
P0662,Velachery,2026-04-12,03:41,149,87,62,Truck,Full,64,31,1364,Inactive
P0663,Guindy,2026-01-24,12:56,192,155,37,Bike,Full,111,50,1480,Active
P0664,Porur,2026-03-05,22:47,138,45,93,Car,Full,122,54,5394,Active
P0665,Guindy,2026-02-08,17:13,277,29,248,Truck,Full,97,31,15376,Inactive
P0666,Porur,2026-03-27,06:35,181,52,129,Car,Full,129,37,4902,Inactive
P0667,Guindy,2026-02-12,13:03,254,8,246,Bike,Full,84,80,7626,Active
P0668,T Nagar,2026-02-20,08:15,145,130,15,EV,Available,42,25,420,Inactive
P0669,OMR,2026-06-15,17:36,294,266,28,Bike,Available,47,34,1008,Inactive
P0670,Anna Nagar,2026-06-01,17:07,147,17,130,EV,Full,81,42,10140,Active
P0671,Porur,2026-03-09,20:47,89,75,14,EV,Full,140,29,406,Active
P0672,Tambaram,2026-03-30,19:55,189,30,159,EV,Available,72,18,10176,Active
P0673,T Nagar,2026-04-02,09:15,170,43,127,Truck,Full,49,13,7620,Inactive
P0674,Porur,2026-04-02,04:49,139,123,16,Car,Available,91,59,816,Inactive
P0675,Guindy,2026-05-09,05:42,137,120,17,EV,Full,68,27,612,Inactive
P0676,Guindy,2026-03-26,06:50,156,43,113,Truck,Available,47,12,7910,Inactive
P0677,Velachery,2026-03-06,19:01,98,27,71,Bike,Available,51,23,3479,Active
P0678,OMR,2026-04-21,06:07,65,25,40,Truck,Full,140,107,920,Inactive
P0679,Adyar,2026-02-20,06:54,149,96,53,Car,Full,117,38,3816,Inactive
P0680,Anna Nagar,2026-06-27,20:58,130,67,63,Truck,Full,70,46,2016,Active
P0681,Tambaram,2026-02-18,03:14,270,149,121,EV,Full,128,63,3267,Active
P0682,Porur,2026-04-30,23:40,85,21,64,Truck,Available,120,40,2880,Inactive
P0683,Tambaram,2026-01-22,07:15,141,104,37,EV,Full,64,21,2775,Inactive
P0684,Tambaram,2026-05-16,01:33,268,150,118,Bike,Available,113,80,6018,Active
P0685,Guindy,2026-05-08,15:48,162,102,60,Truck,Full,68,13,2100,Inactive
P0686,Adyar,2026-03-15,10:54,240,26,214,Bike,Full,87,50,13696,Inactive
P0687,OMR,2026-03-19,16:45,55,32,23,Car,Full,96,19,1104,Inactive
P0688,Tambaram,2026-05-30,01:00,256,157,99,Truck,Full,58,47,4851,Inactive
P0689,Porur,2026-03-02,08:03,79,27,52,EV,Available,139,110,1144,Active
P0690,T Nagar,2026-01-19,02:06,223,128,95,Truck,Available,123,42,5985,Active
P0691,OMR,2026-01-01,22:17,255,16,239,EV,Available,147,147,10516,Active
P0692,Anna Nagar,2026-02-17,08:37,217,162,55,Car,Available,65,40,1705,Inactive
P0693,Velachery,2026-05-21,21:00,132,66,66,EV,Available,136,52,4158,Inactive
P0694,T Nagar,2026-01-02,12:05,205,28,177,EV,Available,138,107,3717,Active
P0695,Velachery,2026-03-16,17:08,215,141,74,EV,Available,113,44,1924,Active
P0696,OMR,2026-06-25,09:38,177,166,11,Car,Full,111,67,297,Inactive
P0697,T Nagar,2026-01-23,23:23,204,183,21,Bike,Full,119,65,966,Inactive
P0698,T Nagar,2026-05-23,12:45,242,66,176,Bike,Available,65,15,10736,Active
P0699,Velachery,2026-05-10,04:55,89,39,50,Bike,Full,108,57,1150,Active
P0700,Porur,2026-05-21,10:55,270,131,139,Car,Full,70,55,5699,Active
P0701,Adyar,2026-05-22,20:04,83,28,55,EV,Full,87,72,2750,Inactive
P0702,Anna Nagar,2026-03-17,14:14,120,26,94,Car,Available,92,92,4512,Inactive
P0703,Velachery,2026-03-25,10:20,287,108,179,Bike,Full,109,26,4833,Active
P0704,Tambaram,2026-01-11,18:27,227,117,110,Car,Available,96,27,5060,Active
P0705,Porur,2026-05-13,08:10,196,77,119,Truck,Available,49,37,9163,Active
P0706,T Nagar,2026-06-11,18:28,115,49,66,Bike,Available,87,56,4488,Inactive
P0707,OMR,2026-06-02,21:33,102,21,81,Truck,Full,52,14,3888,Active
P0708,Tambaram,2026-01-17,04:11,144,39,105,Car,Full,50,10,5145,Inactive
P0709,Adyar,2026-04-10,10:27,253,90,163,Bike,Full,31,18,3749,Active
P0710,OMR,2026-05-17,04:17,131,59,72,Truck,Full,138,110,5544,Inactive
P0711,T Nagar,2026-02-25,20:17,51,26,25,EV,Available,118,106,1650,Inactive
P0712,Anna Nagar,2026-01-09,15:40,275,40,235,Truck,Full,102,41,18330,Active
P0713,Guindy,2026-05-04,05:33,202,130,72,Car,Full,88,35,4968,Active
P0714,Adyar,2026-01-11,19:52,218,149,69,Car,Full,90,27,3726,Inactive
P0715,Anna Nagar,2026-04-26,20:45,59,2,57,Truck,Full,131,69,2337,Active
P0716,Anna Nagar,2026-04-27,05:16,56,26,30,Bike,Available,83,42,1920,Inactive
P0717,Velachery,2026-05-06,02:59,194,17,177,Bike,Available,86,27,12213,Inactive
P0718,Velachery,2026-03-28,01:12,241,211,30,Bike,Full,21,21,2310,Active
P0719,Porur,2026-06-25,18:26,133,115,18,Bike,Full,132,62,918,Inactive
P0720,Porur,2026-01-30,08:13,72,53,19,EV,Available,98,96,1368,Inactive
P0721,Adyar,2026-05-18,09:38,150,92,58,Truck,Full,48,25,1972,Active
P0722,Adyar,2026-06-11,10:53,139,11,128,Truck,Full,126,79,10112,Inactive
P0723,OMR,2026-04-05,18:38,90,70,20,Truck,Full,61,46,420,Active
P0724,T Nagar,2026-06-11,03:18,263,172,91,EV,Available,70,37,4368,Inactive
P0725,T Nagar,2026-03-26,00:06,179,134,45,Car,Full,27,17,2430,Active
P0726,T Nagar,2026-06-07,22:43,61,28,33,EV,Available,138,96,2376,Active
P0727,T Nagar,2026-04-17,19:08,109,23,86,Car,Full,52,44,3956,Inactive
P0728,Anna Nagar,2026-01-12,05:06,97,80,17,EV,Full,21,17,595,Inactive
P0729,Tambaram,2026-04-23,02:05,95,45,50,Truck,Full,149,52,1000,Inactive
P0730,Guindy,2026-06-19,16:45,277,236,41,Bike,Available,63,58,943,Active
P0731,Tambaram,2026-02-26,03:46,152,65,87,Bike,Available,82,51,1827,Inactive
P0732,Anna Nagar,2026-01-02,05:41,164,124,40,Truck,Available,147,134,1320,Active
P0733,OMR,2026-06-04,18:58,233,160,73,Car,Available,34,30,4672,Inactive
P0734,Tambaram,2026-03-31,01:05,258,47,211,Car,Available,131,96,13082,Active
P0735,Porur,2026-04-18,05:03,237,72,165,EV,Available,23,13,12045,Inactive
P0736,OMR,2026-05-20,21:05,108,0,108,Car,Full,111,17,4104,Active
P0737,Adyar,2026-01-21,15:24,293,23,270,EV,Available,101,18,5940,Inactive
P0738,Porur,2026-03-09,10:56,226,174,52,Truck,Full,128,70,4108,Inactive
P0739,Anna Nagar,2026-03-17,15:00,208,91,117,Car,Available,76,23,5616,Active
P0740,Tambaram,2026-06-11,04:27,153,126,27,Bike,Available,106,47,1863,Inactive
P0741,Porur,2026-05-13,19:20,162,69,93,Car,Full,117,47,5208,Active
P0742,T Nagar,2026-01-10,12:02,92,14,78,Truck,Full,44,37,4368,Inactive
P0743,Adyar,2026-06-25,04:29,265,126,139,Bike,Available,24,18,11120,Active
P0744,Porur,2026-03-09,03:14,170,27,143,EV,Full,138,81,10296,Inactive
P0745,Anna Nagar,2026-06-15,23:11,172,160,12,EV,Full,53,52,936,Active
P0746,OMR,2026-06-29,07:21,115,36,79,EV,Full,143,27,4661,Active
P0747,Guindy,2026-05-16,05:02,263,18,245,Car,Full,106,17,11025,Active
P0748,OMR,2026-03-23,17:33,67,17,50,Truck,Available,63,47,4000,Inactive
P0749,Porur,2026-03-16,19:00,257,81,176,Bike,Available,119,14,11264,Active
P0750,Porur,2026-01-07,02:58,217,56,161,EV,Available,86,16,3864,Inactive
P0751,Guindy,2026-04-03,04:31,281,236,45,EV,Full,50,28,1575,Active
P0752,Porur,2026-04-07,11:53,270,78,192,EV,Available,119,52,13824,Inactive
P0753,T Nagar,2026-04-02,13:20,152,70,82,EV,Full,92,46,3198,Inactive
P0754,Guindy,2026-04-18,22:52,153,55,98,Bike,Full,90,15,6860,Inactive
P0755,OMR,2026-02-13,00:46,96,29,67,Truck,Full,29,23,4690,Active
P0756,Tambaram,2026-04-01,13:26,239,178,61,Bike,Full,100,99,2623,Active
P0757,T Nagar,2026-05-23,18:46,224,116,108,Bike,Full,70,46,4104,Active
P0758,Tambaram,2026-02-25,21:12,105,66,39,EV,Available,36,17,936,Inactive
P0759,T Nagar,2026-02-12,19:36,216,28,188,Truck,Available,74,13,8460,Inactive
P0760,OMR,2026-01-28,20:03,65,9,56,Bike,Full,32,25,4088,Active
P0761,Adyar,2026-05-21,17:22,147,21,126,Bike,Full,33,32,9072,Inactive
P0762,Guindy,2026-01-29,06:09,180,56,124,EV,Available,29,26,5828,Inactive
P0763,Guindy,2026-05-21,22:12,279,113,166,Bike,Available,110,17,6806,Active
P0764,Anna Nagar,2026-02-16,08:57,101,12,89,Car,Full,95,59,4806,Inactive
P0765,Guindy,2026-03-23,14:27,214,74,140,EV,Available,59,58,11060,Inactive
P0766,Anna Nagar,2026-05-12,03:14,236,147,89,Truck,Full,108,20,6853,Active
P0767,Porur,2026-03-12,09:33,172,161,11,EV,Available,100,62,341,Inactive
P0768,Porur,2026-03-26,22:49,295,225,70,Car,Available,147,89,3850,Active
P0769,Guindy,2026-05-26,20:58,194,157,37,Truck,Full,21,15,1443,Inactive
P0770,OMR,2026-02-18,08:35,227,121,106,Bike,Available,85,62,3604,Active
P0771,Porur,2026-06-07,19:13,153,28,125,Truck,Available,55,18,9625,Active
P0772,Velachery,2026-04-28,19:09,281,242,39,EV,Full,70,46,1014,Active
P0773,OMR,2026-01-23,12:04,51,27,24,EV,Available,142,85,1656,Active
P0774,Velachery,2026-02-28,11:41,143,59,84,Bike,Available,128,53,5880,Inactive
P0775,Tambaram,2026-02-08,16:21,54,1,53,Bike,Available,113,92,4134,Active
P0776,Tambaram,2026-05-31,00:49,164,58,106,Car,Full,87,18,4664,Active
P0777,T Nagar,2026-06-21,09:00,169,53,116,Truck,Available,119,117,7772,Active
P0778,Adyar,2026-03-14,09:52,200,88,112,Truck,Available,130,75,6384,Active
P0779,Guindy,2026-04-27,19:26,265,58,207,Car,Available,134,15,5175,Inactive
P0780,Porur,2026-03-27,23:21,265,101,164,Bike,Full,101,91,3280,Active
P0781,Adyar,2026-04-20,15:17,202,75,127,EV,Full,135,49,6350,Active
P0782,Tambaram,2026-01-30,10:15,176,38,138,Truck,Full,30,23,8694,Inactive
P0783,Adyar,2026-03-23,23:32,141,54,87,Car,Available,85,14,4785,Inactive
P0784,Velachery,2026-02-02,04:49,254,114,140,EV,Available,109,87,5320,Inactive
P0785,Guindy,2026-01-10,22:22,243,209,34,Car,Full,74,46,2176,Active
P0786,Porur,2026-01-07,20:37,191,34,157,Truck,Full,35,26,9577,Active
P0787,Porur,2026-02-16,15:10,253,106,147,Truck,Full,142,66,11319,Active
P0788,Guindy,2026-04-30,17:27,147,124,23,Car,Full,54,47,1817,Active
P0789,Anna Nagar,2026-06-15,09:51,271,171,100,Bike,Full,102,30,6200,Inactive
P0790,T Nagar,2026-01-13,18:33,289,234,55,EV,Available,82,69,3135,Active
P0791,OMR,2026-05-13,02:16,268,44,224,Bike,Available,137,21,4928,Inactive
P0792,Anna Nagar,2026-04-13,05:31,193,135,58,Truck,Available,136,86,2320,Inactive
P0793,Adyar,2026-06-16,23:00,258,143,115,EV,Available,31,25,8165,Inactive
P0794,T Nagar,2026-05-11,08:10,194,6,188,Bike,Full,53,43,7896,Inactive
P0795,OMR,2026-06-09,23:04,53,35,18,Truck,Available,128,81,954,Active
P0796,Adyar,2026-04-12,10:46,136,10,126,Car,Available,118,108,6804,Active
P0797,OMR,2026-02-03,15:10,103,5,98,Truck,Available,47,15,6664,Inactive
P0798,T Nagar,2026-05-22,06:04,285,18,267,Car,Full,143,125,20292,Inactive
P0799,Tambaram,2026-05-19,23:53,146,49,97,Car,Full,55,55,4850,Inactive
P0800,Anna Nagar,2026-03-08,09:51,216,96,120,Bike,Available,96,79,9600,Inactive
P0801,Adyar,2026-01-21,13:37,218,198,20,EV,Full,96,43,800,Inactive
P0802,Porur,2026-05-26,02:22,155,106,49,Truck,Full,104,79,2205,Active
P0803,T Nagar,2026-06-02,15:39,139,8,131,Car,Available,41,22,9301,Active
P0804,Guindy,2026-01-03,21:16,291,51,240,EV,Available,45,31,10560,Active
P0805,Tambaram,2026-02-14,00:54,79,9,70,EV,Available,30,21,2590,Active
P0806,Porur,2026-06-28,17:34,162,119,43,Bike,Full,107,60,1247,Inactive
P0807,T Nagar,2026-04-19,14:26,220,68,152,Bike,Full,67,18,3040,Inactive
P0808,Adyar,2026-06-04,21:00,67,3,64,Bike,Full,26,24,5120,Active
P0809,Tambaram,2026-02-10,07:59,222,211,11,Car,Full,111,33,726,Inactive
P0810,Porur,2026-06-21,07:57,270,41,229,EV,Available,89,22,16030,Active
P0811,Anna Nagar,2026-02-08,20:08,100,29,71,EV,Available,47,12,5396,Active
P0812,Tambaram,2026-06-15,20:28,229,66,163,EV,Available,41,10,10595,Active
P0813,Velachery,2026-04-02,13:27,159,141,18,Bike,Full,43,12,1116,Active
P0814,Velachery,2026-06-13,13:43,273,48,225,Car,Available,114,61,13500,Active
P0815,Velachery,2026-01-28,06:30,293,190,103,Truck,Full,45,17,6386,Inactive
P0816,T Nagar,2026-03-07,17:28,172,60,112,Car,Full,68,55,3024,Inactive
P0817,Velachery,2026-05-03,14:21,245,84,161,EV,Full,131,66,10143,Inactive
P0818,Guindy,2026-01-16,10:07,93,1,92,Car,Full,101,88,5244,Inactive
P0819,Anna Nagar,2026-04-23,15:16,93,76,17,Car,Available,38,23,340,Inactive
P0820,Velachery,2026-05-22,16:20,271,187,84,Truck,Available,116,46,5544,Active
P0821,Guindy,2026-04-21,03:14,223,156,67,Car,Full,54,53,4757,Active
P0822,OMR,2026-02-24,13:01,76,42,34,EV,Available,116,76,1564,Inactive
P0823,OMR,2026-05-11,04:25,64,23,41,EV,Full,71,22,902,Inactive
P0824,Tambaram,2026-01-11,20:34,217,65,152,Truck,Full,102,48,6080,Inactive
P0825,T Nagar,2026-01-25,09:10,281,76,205,Bike,Full,28,14,14760,Inactive
P0826,Guindy,2026-04-21,11:08,143,2,141,Car,Full,109,75,7614,Inactive
P0827,Velachery,2026-02-01,07:24,178,121,57,Truck,Full,38,26,4275,Active
P0828,Porur,2026-06-08,09:00,256,133,123,Car,Available,62,51,7626,Active
P0829,OMR,2026-05-17,04:09,83,21,62,Car,Full,128,63,1922,Inactive
P0830,Velachery,2026-03-06,18:57,281,18,263,EV,Full,36,32,12098,Inactive
P0831,Anna Nagar,2026-05-01,23:55,54,6,48,Car,Available,110,24,1536,Active
P0832,Adyar,2026-04-05,04:36,150,32,118,Car,Full,98,26,5074,Active
P0833,Anna Nagar,2026-05-25,18:43,69,9,60,Truck,Full,141,97,2280,Inactive
P0834,Tambaram,2026-05-21,01:40,85,8,77,Car,Full,84,78,1540,Active
P0835,Velachery,2026-02-23,09:59,151,38,113,Bike,Full,135,127,7797,Active
P0836,Porur,2026-04-30,00:13,151,124,27,EV,Available,99,52,756,Inactive
P0837,OMR,2026-05-09,13:25,120,88,32,Car,Available,119,40,1152,Inactive
P0838,OMR,2026-05-03,13:28,177,14,163,Bike,Full,99,49,4238,Active
P0839,T Nagar,2026-05-26,03:41,190,17,173,Truck,Available,29,21,6747,Inactive
P0840,Velachery,2026-02-15,01:06,153,43,110,EV,Available,141,12,7920,Active
P0841,T Nagar,2026-04-02,13:51,83,60,23,Car,Full,76,48,483,Active
P0842,Anna Nagar,2026-04-25,20:37,297,56,241,Truck,Full,73,41,7230,Inactive
P0843,Anna Nagar,2026-02-27,12:04,268,198,70,EV,Available,53,28,5320,Inactive
P0844,Adyar,2026-05-05,03:00,229,81,148,Truck,Full,121,69,7252,Active
P0845,OMR,2026-02-06,05:33,232,220,12,EV,Full,90,23,360,Inactive
P0846,Anna Nagar,2026-05-21,17:57,135,46,89,Truck,Full,98,37,6408,Active
P0847,OMR,2026-06-03,12:35,176,156,20,Car,Available,106,38,400,Inactive
P0848,Porur,2026-04-10,21:19,197,143,54,Bike,Full,49,47,4320,Active
P0849,T Nagar,2026-01-25,20:10,224,121,103,EV,Available,90,68,2678,Inactive
P0850,Guindy,2026-06-15,10:21,183,118,65,Truck,Full,47,36,4550,Inactive
P0851,Guindy,2026-03-25,10:08,70,52,18,Car,Full,79,24,702,Inactive
P0852,Anna Nagar,2026-02-20,17:25,125,99,26,Car,Available,66,28,1898,Active
P0853,Porur,2026-05-27,20:20,130,53,77,EV,Available,64,42,3311,Inactive
P0854,Tambaram,2026-05-05,14:38,125,104,21,Car,Available,85,65,651,Inactive
P0855,Velachery,2026-02-21,23:53,284,106,178,EV,Available,29,17,5340,Inactive
P0856,OMR,2026-01-27,03:58,203,3,200,Bike,Full,106,77,15400,Active
P0857,Anna Nagar,2026-06-30,22:14,142,50,92,EV,Available,72,16,2392,Active
P0858,Adyar,2026-01-21,10:46,119,14,105,Car,Available,128,66,3780,Inactive
P0859,Porur,2026-02-28,15:57,265,0,265,EV,Available,93,69,15370,Active
P0860,Tambaram,2026-02-01,08:44,242,72,170,EV,Full,80,52,4760,Inactive
P0861,Anna Nagar,2026-01-17,11:16,244,49,195,Car,Full,123,47,6240,Inactive
P0862,Guindy,2026-04-04,22:37,201,171,30,EV,Full,46,37,1860,Active
P0863,Porur,2026-01-06,04:05,237,22,215,Car,Available,144,48,17200,Inactive
P0864,Adyar,2026-01-25,18:54,154,79,75,Bike,Full,83,14,5325,Active
P0865,Velachery,2026-03-08,22:59,101,61,40,EV,Full,150,80,3200,Inactive
P0866,Guindy,2026-03-15,00:10,138,16,122,EV,Available,84,38,4636,Inactive
P0867,Anna Nagar,2026-06-02,16:45,162,19,143,Truck,Available,127,56,6292,Inactive
P0868,Anna Nagar,2026-04-28,12:27,225,28,197,EV,Full,100,68,10638,Active
P0869,T Nagar,2026-01-27,17:43,214,133,81,Bike,Full,89,54,5994,Active
P0870,Adyar,2026-04-02,13:20,193,26,167,EV,Full,59,52,4008,Inactive
P0871,Anna Nagar,2026-04-20,13:52,269,120,149,EV,Full,134,74,7152,Inactive
P0872,Guindy,2026-02-03,11:58,255,104,151,Car,Available,108,49,6946,Active
P0873,Porur,2026-02-24,19:15,61,9,52,Bike,Full,147,116,2756,Inactive
P0874,Velachery,2026-05-11,13:30,66,38,28,Truck,Full,73,42,2128,Inactive
P0875,Guindy,2026-01-19,22:13,186,87,99,Car,Full,109,63,4356,Active
P0876,Velachery,2026-03-18,23:40,298,194,104,Bike,Full,104,65,2392,Active
P0877,OMR,2026-04-01,11:51,279,248,31,Car,Full,48,32,1922,Inactive
P0878,T Nagar,2026-06-02,09:21,270,191,79,Car,Full,108,42,3397,Active
P0879,Guindy,2026-04-10,15:22,289,275,14,Car,Available,130,75,1106,Inactive
P0880,OMR,2026-01-11,03:02,116,25,91,Bike,Full,138,80,4095,Inactive
P0881,Porur,2026-03-09,02:04,271,93,178,Truck,Available,46,12,4094,Active
P0882,Velachery,2026-02-21,13:00,94,33,61,Car,Full,62,37,1769,Inactive
P0883,Adyar,2026-06-29,05:33,90,26,64,Car,Full,146,66,1280,Inactive
P0884,T Nagar,2026-05-14,23:15,212,148,64,EV,Available,111,53,1408,Active
P0885,Tambaram,2026-04-25,20:31,95,41,54,Bike,Available,20,15,3402,Inactive
P0886,OMR,2026-02-11,11:48,295,175,120,Truck,Full,41,32,3120,Active
P0887,Velachery,2026-01-29,10:09,190,94,96,Car,Full,118,106,7008,Active
P0888,OMR,2026-03-10,14:54,224,91,133,EV,Available,75,73,6650,Inactive
P0889,Velachery,2026-02-17,21:11,91,35,56,EV,Full,38,13,3192,Active
P0890,T Nagar,2026-05-24,07:35,276,13,263,Car,Full,71,64,9994,Active
P0891,Porur,2026-05-22,22:30,120,3,117,Bike,Full,145,106,8073,Active
P0892,Velachery,2026-02-12,11:53,231,82,149,EV,Available,84,23,8195,Active
P0893,Tambaram,2026-01-12,02:09,186,67,119,Bike,Available,40,24,8568,Active
P0894,Anna Nagar,2026-03-17,03:07,259,201,58,Car,Full,133,18,1334,Inactive
P0895,Tambaram,2026-02-23,23:03,213,106,107,Car,Full,97,67,5671,Inactive
P0896,Anna Nagar,2026-05-07,11:46,197,167,30,Truck,Full,138,129,1440,Inactive
P0897,Porur,2026-01-03,06:58,81,12,69,Truck,Available,39,11,2415,Active
P0898,Adyar,2026-04-06,20:29,81,29,52,EV,Full,128,64,1924,Inactive
P0899,Adyar,2026-02-01,10:51,242,30,212,EV,Available,44,16,12296,Inactive
P0900,Porur,2026-04-07,13:59,234,199,35,Bike,Full,69,22,2135,Active
P0901,Porur,2026-01-09,06:47,76,50,26,Car,Full,60,47,1014,Inactive
P0902,Guindy,2026-03-21,05:02,142,116,26,Bike,Available,88,16,1092,Active
P0903,Guindy,2026-03-22,09:31,165,90,75,Bike,Full,71,48,5850,Active
P0904,Porur,2026-05-25,15:05,224,63,161,Truck,Full,33,21,12397,Inactive
P0905,Adyar,2026-03-21,18:36,226,162,64,EV,Full,121,38,3136,Active
P0906,Porur,2026-01-17,20:45,185,66,119,Bike,Available,52,22,3570,Inactive
P0907,Guindy,2026-05-24,17:13,102,54,48,Bike,Full,72,20,2976,Active
P0908,Porur,2026-01-16,11:11,175,59,116,Bike,Full,66,52,7540,Active
P0909,T Nagar,2026-03-12,08:30,189,144,45,Truck,Full,129,13,2340,Inactive
P0910,Velachery,2026-06-15,08:52,85,2,83,EV,Full,74,22,5976,Inactive
P0911,OMR,2026-03-17,14:40,94,51,43,Car,Available,28,22,3397,Active
P0912,T Nagar,2026-04-02,06:21,50,36,14,Truck,Full,95,26,546,Inactive
P0913,OMR,2026-02-18,08:31,101,80,21,Truck,Full,54,20,756,Inactive
P0914,Velachery,2026-06-18,22:32,159,93,66,Car,Full,88,32,4818,Active
P0915,OMR,2026-04-25,13:51,177,25,152,Car,Available,121,100,10640,Active
P0916,Porur,2026-05-18,23:52,261,13,248,Car,Full,108,19,12896,Active
P0917,Tambaram,2026-04-05,03:12,179,56,123,Bike,Available,132,83,3075,Active
P0918,Adyar,2026-06-29,13:09,77,32,45,Bike,Available,95,84,2520,Active
P0919,Velachery,2026-01-10,10:22,88,4,84,EV,Available,101,83,3360,Active
P0920,Adyar,2026-04-22,09:48,281,92,189,Car,Available,109,64,14364,Active
P0921,OMR,2026-06-29,20:58,52,26,26,Car,Full,32,22,1690,Inactive
P0922,Adyar,2026-03-19,12:37,146,16,130,EV,Available,118,86,2600,Active
P0923,T Nagar,2026-02-11,03:58,156,114,42,Bike,Full,95,66,1764,Active
P0924,Tambaram,2026-02-18,02:56,260,228,32,EV,Full,130,98,1568,Active
P0925,Porur,2026-02-01,10:35,213,192,21,Truck,Available,53,16,1554,Active
P0926,Velachery,2026-04-18,01:50,51,2,49,Car,Full,120,55,1078,Inactive
P0927,Anna Nagar,2026-06-25,02:28,178,128,50,Car,Available,85,19,1150,Inactive
P0928,Velachery,2026-03-22,16:20,178,163,15,Car,Available,87,58,360,Inactive
P0929,Porur,2026-01-29,10:20,88,70,18,Truck,Available,96,13,486,Inactive
P0930,Anna Nagar,2026-01-27,12:46,222,36,186,Bike,Available,36,24,10416,Active
P0931,Adyar,2026-04-03,07:18,136,116,20,Truck,Full,108,100,440,Inactive
P0932,T Nagar,2026-06-21,14:00,192,179,13,Bike,Full,130,71,858,Active
P0933,Porur,2026-01-08,14:42,51,34,17,Car,Available,71,45,1088,Active
P0934,Anna Nagar,2026-05-12,13:22,106,44,62,Bike,Full,129,59,4216,Inactive
P0935,Guindy,2026-01-09,00:21,158,22,136,Car,Available,145,21,7480,Active
P0936,Velachery,2026-05-02,18:57,115,54,61,EV,Full,116,81,4270,Inactive
P0937,Anna Nagar,2026-02-01,13:05,62,23,39,Truck,Full,104,85,1560,Inactive
P0938,T Nagar,2026-05-03,07:50,199,147,52,Car,Full,123,58,2912,Active
P0939,Velachery,2026-01-14,11:48,61,36,25,Truck,Available,141,123,1550,Inactive
P0940,Adyar,2026-02-19,04:33,117,56,61,Truck,Full,133,45,4392,Inactive
P0941,Guindy,2026-01-24,01:35,117,82,35,Truck,Full,99,46,2170,Inactive
P0942,Anna Nagar,2026-03-05,08:19,128,86,42,Truck,Available,55,15,3192,Active
P0943,Anna Nagar,2026-06-28,07:54,70,51,19,Bike,Available,112,89,912,Active
P0944,T Nagar,2026-02-23,13:48,193,79,114,Bike,Available,29,23,3306,Active
P0945,Anna Nagar,2026-01-11,18:45,278,130,148,Car,Available,150,17,5328,Inactive
P0946,Tambaram,2026-03-24,05:49,233,11,222,Car,Available,63,48,15096,Active
P0947,Anna Nagar,2026-01-02,02:43,155,67,88,Car,Full,144,100,2728,Active
P0948,Tambaram,2026-05-26,19:17,219,2,217,Bike,Full,116,25,12369,Active
P0949,Velachery,2026-06-17,14:05,162,139,23,Bike,Full,95,19,1518,Active
P0950,Tambaram,2026-05-02,00:17,240,64,176,Truck,Available,28,19,8976,Inactive
P0951,Guindy,2026-04-06,07:56,195,66,129,EV,Available,26,13,4902,Active
P0952,Guindy,2026-04-04,17:41,74,18,56,Truck,Full,62,55,1232,Inactive
